texto,sigla,nivel
ALIMENTADORES - IED FALHA - BLOQ 62 01F1 DISJ 52-,BFBT,5
63 - ALARME BUCHHOLZ CDC,63CA,1
63 - ALARME BUCHHOLZ CDC,63CA,1
63 - ALARME BUCHHOLZ CDC,63CA,2
63 - ALARME BUCHHOLZ CDC,63CA,2
63 - BUCHHOLZ ALARME CDC 52-1 - POS. REMOTO,63CA,3
63 - BUCHHOLZ CDC ALARME 52-2 - POS. REMOTO,63CA,3
ALAARME - CDC BUCHHOLZ IED 01F1 - REMOTO,63CA,4
ALARME BUCHHOLZ 01F1 (3),63CA,4
- 4TC - 01Q0 CD,63CA,5
BERTO 63 01F1 - 01Q,63CA,5
63 - ALARME BUCHHOLZ,63A,1
63 - ALARME BUCHHOLZ,63A,1
63 - ALARME BUCHHOLZ,63A,2
63 - ALARME BUCHHOLZ,63A,2
- 63 ALARME BUCHHOLZ 01F1 - BLOQUEIO,63A,3
ALARME 63 BUCHHOLZ - 52-2 - POS. REMOTO,63A,3
- ALARME 6 43TC TRIP,63A,4
BUCHHOLZ 43TC REMOTO (63,63A,4
01Q0 63 52-1 - BLOQUUEEIO,63A,5
- 01F1 UBCHHOLZZ - ABERTO,63A,5
63 - ALARME BUCHHOLZ TRAFO,63TA,1
63 - ALARME BUCHHOLZ TRAFO,63TA,1
63 - ALARME BUCHHOLZ TRAFO,63TA,2
63 - ALARME BUCHHOLZ TRAFO,63TA,2
63 BUCHHOLZ ALARME TRAFO - 01F1 - FECHADO,63TA,3
ALARME - TRAFO 63 BUCHHOLZ 52-2 - ABERTO,63TA,3
BUCHHOLZ- ALARME 01Q0 POS. REMOTO,63TA,4
BUCHHOLZ AARME - 63 43TC - FECHADO,63TA,4
REMOTOI ED 011Q0 - ALARME 01F1 TRAFO,63TA,5
- - IED 43TC TRAFO 63 FEHCADO,63TA,5
63 - TRIP BUCHHOLZ CDC OU TRAFO,63TC,1
63 - TRIP BUCHHOLZ CDC OU TRAFO,63TC,1
63 - TRIP BUCHHOLZ CDC OU TRAFO,63TC,2
63 - TRIP BUCHHOLZ CDC OU TRAFO,63TC,2
OU TRAFO TRIP BUCHHOLZ CDC - 63 52-1 - BLOQUEIO,63TC,3
CDC OU - BUCHHOLZ TRIP 63 TRAFO 52-2 - TRIP,63TC,3
CDC OU BUCHHOLZ TRIP 43TC (3),63TC,4
UBCHHOLZ - CDC OU 63 TRAFO 01Q0 - ABERTO,63TC,4
-TRAFO TRI 52-1 - 52-1 BUCHHOLZ,63TC,5
TRIIP TRAFO ABERTO 52-2 01Q0 - 63 BUCHHOLZ,63TC,5
63 - TRIP BUCHHOLZ CDC,63CD,1
63 - TRIP BUCHHOLZ CDC,63CD,1
63 - TRIP BUCHHOLZ CDC,63CD,2
63 - TRIP BUCHHOLZ CDC,63CD,2
BUCHHOLZ TRIP 63 - CDC 52-1 - ABERTO,63CD,3
TRIP CDC - 63 BUCHHOLZ 01F1 - POS. REMOTO,63CD,3
- 63 TRIP CDCC 52-2 - BLOQUEIO,63CD,4
CDC UCHHOLZ 63 - TRIP - POS. REMOTO,63CD,4
BUCHHOLZ 01F1 TIRP CDC 63 AABERTO 52-1,63CD,5
IED 01F1 52-2 FECHAOD BUCHHOLLZ,63CD,5
63 - BUCHHOLZ CDC,63C,1
63 - BUCHHOLZ CDC,63C,1
63 - BUCHHOLZ CDC,63C,2
63 - BUCHHOLZ CDC,63C,2
63 BUCHHOLZ CDC - 43TC - POS. REMOTO,63C,3
- BUCHHOLZ 63 CDC 01Q0 - BLOQUEIO,63C,3
- CDC 52-2 - POS. REMOO,63C,4
CDC BUHHOLZ 63 - IED 01F1 POS.,63C,4
43TC BCHHOLZ - - CDC 43T,63C,5
CDC IED FECHADO 01F1 BUCHOOLZ -,63C,5
63 - TRIP BUCHHOLZ TRAFO,63TD,1
63 - TRIP BUCHHOLZ TRAFO,63TD,1
63 - TRIP BUCHHOLZ TRAFO,63TD,2
63 - TRIP BUCHHOLZ TRAFO,63TD,2
BUCHHOLZ TRAFO TRIP 63 - 01Q0 - BLOQUEIO,63TD,3
TRAFO 63 - BUCHHOLZ TRIP 01F1 - FECHADO,63TD,3
BUCHHOLZ TRIP 63 RAFO 01Q0 - TRIP,63TD,4
BUCHHOLZ - 63 TTRAFO 01F1 - TRIP,63TD,4
BUCCHHOLZ 52-2 - - IED0 1F1 TRAFO,63TD,5
52-2 01Q0 - 63 BUCHHOLZ TRAOF,63TD,5
63 - BUCHHOLZ TRAFO,63T,1
63 - BUCHHOLZ TRAFO,63T,1
63 - BUCHHOLZ TRAFO,63T,2
63 - BUCHHOLZ TRAFO,63T,2
BUCHHOLZ 63 - TRAFO IED 01F1 - TRIP,63T,3
- BUCHHOLZ TRAFO 63 IED 01F1 - BLOQUEIO,63T,3
TRAFO 01F1 TRIIP (63),63T,4
TRAFO - BUCHHOZ IED 01F1 - BLOQUEIO,63T,4
TRAFO BERTO 4T3C - BUCHHOLZ,63T,5
01F1 63I ED POS. 01F1 BBUCHHOLZ,63T,5
67 - DIRECIONAL SOBRECORRENTE DIRETO FASE TEMPORIZADA,67FTD,1
67 - DIRECIONAL SOBRECORRENTE DIRETO FASE TEMPORIZADA,67FTD,1
67 - DIRECIONAL SOBRECORRENTE DIRETO FASE TEMPORIZADA,67FTD,2
67 - DIRECIONAL SOBRECORRENTE DIRETO FASE TEMPORIZADA,67FTD,2
67 SOBRECORRENTE DIRECIONAL DIRETO - FASE TEMPORIZADA 43TC - FECHADO,67FTD,3
SOBRECORRENTE FASE DIRECIONAL - TEMPORIZADA 67 DIRETO 01Q0 - BLOQUEIO,67FTD,3
TEMPORIZADA SSOBRECORRENTE DIRETO FASE (67),67FTD,4
- SOBRECORRENTE DIRETO DIRECCIONAL TEMPORIZADA FASE 01Q0 - BLOQUEIO,67FTD,4
TEMPORIZADA 52-2 SOBRECORRENTE FAS ABERTO -,67FTD,5
01Q0 DIRECIONAL 52-2 TEMPORIZADA POS. FFSE 67,67FTD,5
67 - DIRECIONAL SOBRECORRENTE DIRETO NEUTRO TEMPORIZADA,67NTD,1
67 - DIRECIONAL SOBRECORRENTE DIRETO NEUTRO TEMPORIZADA,67NTD,1
67 - DIRECIONAL SOBRECORRENTE DIRETO NEUTRO TEMPORIZADA,67NTD,2
67 - DIRECIONAL SOBRECORRENTE DIRETO NEUTRO TEMPORIZADA,67NTD,2
DIRETO - SOBRECORRENTE 67 TEMPORIZADA DIRECIONAL NEUTRO 43TC - ABERTO,67NTD,3
TEMPORIZADA DIRETO - NEUTRO DIRECIONAL SOBRECORRENTE 67 01F1 - FECHADO,67NTD,3
- 67 TEMPORIZADA SOBRECORRENTE NETRO DIRETO IED 01F1 - POS. REMOTO,67NTD,4
TEMPORIZADA 67 - DIRETO DIRECIONAL NEUTRO 01Q0 - POS. REMOTOO,67NTD,4
SOBRECORRETE IED DIIRETO BLOQUEIO TEMPORIZADA 67 01Q0 NEUTRO - 01F1,67NTD,5
DIRECCIONAL ABERTO 01F1 01F1 SOBRECCORRENTE IED (67) NEUTRO,67NTD,5
67 - DIRECIONAL SOBRECORRENTE E1,67_1,1
67 - DIRECIONAL SOBRECORRENTE E1,67_1,1
67 - DIRECIONAL SOBRECORRENTE E1,67_1,2
67 - DIRECIONAL SOBRECORRENTE E1,67_1,2
E1 67 DIRECIONAL SOBRECORRENTE - 01F1 - BLOQUEIO,67_1,3
- DIRECIONAL 67 SOBRECORRENTE E1 52-2 - ABERTO,67_1,3
SOBRECCORRENTE E1 DIRECIONAL 43TC - ABERTO,67_1,4
DIRECIONAL SOBRECORENTE E1 POS. REMOTO (67),67_1,4
SOBRECORRENTE ABERT 01F1 6 52-2,67_1,5
E1 - 52-1 25-2 SOBRECORRENTE,67_1,5
67 - DIRECIONAL SOBRECORRENTE E2,67_2,1
67 - DIRECIONAL SOBRECORRENTE E2,67_2,1
67 - DIRECIONAL SOBRECORRENTE E2,67_2,2
67 - DIRECIONAL SOBRECORRENTE E2,67_2,2
DIRECIONAL 67 - E2 SOBRECORRENTE 52-2 - BLOQUEIO,67_2,3
DIRECIONAL SOBRECORRENTE - 67 E2 01Q0 - BLOQUEIO,67_2,3
DIRECIONAL 01F1 TRIP (67,67_2,4
DIRECIONAL SOBRECORRENTE 67 - 43TC - POOS. REMOTO,67_2,4
E2 FECHADO 752-1 01F1 DIRECIONAL 6,67_2,5
52-1 (67) DIRECIONAL SOBRECORREENNTE POS. 52-2,67_2,5
67 - DIRECIONAL SOBRECORRENTE FASE,67F,1
67 - DIRECIONAL SOBRECORRENTE FASE,67F,1
67 - DIRECIONAL SOBRECORRENTE FASE,67F,2
67 - DIRECIONAL SOBRECORRENTE FASE,67F,2
- DIRECIONAL 67 FASE SOBRECORRENTE IED 01F1 - ABERTO,67F,3
DIRECIONAL FASE SOBRECORRENTE 67 - 52-2 - FECHADO,67F,3
- 67 SOBRECORRENTE FASE 52--1 - TRIP,67F,4
FASE 67 SOBREOCRRENTE - DIRECIONAL - ABERTO,67F,4
DIRECIONAL FECHADO (67) IED 01F1 FASE SOBRCERORENTE,67F,5
67 SOBRECORENTE 01Q0 - 52-1 DRIECIONAL -,67F,5
67 - DIRECIONAL SOBRECORRENTE FASE A,67FA,1
67 - DIRECIONAL SOBRECORRENTE FASE A,67FA,1
67 - DIRECIONAL SOBRECORRENTE FASE A,67FA,2
67 - DIRECIONAL SOBRECORRENTE FASE A,67FA,2
67 - A FASE SOBRECORRENTE DIRECIONAL 43TC - FECHADO,67FA,3
FASE A DIRECIONAL - SOBRECORRENTE 67 52-1 - BLOQUEIO,67FA,3
A ASE 67 - 01F1 - BLOQUEIO,67FA,4
-- A FASE DIRECIONAL 67 IED 01F1 - BLOQUEIO,67FA,4
52-1 FASE A BLOUEIO SOBRECORRENTE 52-1 DIRECIONAL,67FA,5
01Q0 A TRIP DIRECIONAL 5222-1,67FA,5
67 - DIRECIONAL SOBRECORRENTE FASE B,67FB,1
67 - DIRECIONAL SOBRECORRENTE FASE B,67FB,1
67 - DIRECIONAL SOBRECORRENTE FASE B,67FB,2
67 - DIRECIONAL SOBRECORRENTE FASE B,67FB,2
DIRECIONAL SOBRECORRENTE FASE 67 B - IED 01F1 - BLOQUEIO,67FB,3
SOBRECORRENTE DIRECIONAL FASE B 67 - 01Q0 - BLOQUEIO,67FB,3
FASE B 52-1 ABERT O(67),67FB,4
B SOBRECORRENTE DIRECIOAL FASE 67 43TC - FECHADO,67FB,4
IED ((67) B SOBRECORERNTE BLOQUEIO 01Q0 DIRECIONAL 01F1,67FB,5
SOBRECORRNTE B 52-2 52-1 (6),67FB,5
67 - DIRECIONAL SOBRECORRENTE FASE C,67FC,1
67 - DIRECIONAL SOBRECORRENTE FASE C,67FC,1
67 - DIRECIONAL SOBRECORRENTE FASE C,67FC,2
67 - DIRECIONAL SOBRECORRENTE FASE C,67FC,2
FASE SOBRECORRENTE - C DIRECIONAL 67 IED 01F1 - FECHADO,67FC,3
DIRECIONAL - 67 C SOBRECORRENTE FASE IED 01F1 - POS. REMOTO,67FC,3
- DIRCEIONAL SOBRECORRENTE FASE C - POS. REMOTO,67FC,4
DIRECIONAL - 67 C FASE 01F1 - TRRIP,67FC,4
SOBRECORRETNE C 01F1 01F1 (67),67FC,5
43CT - C 67 FASE - SOBRECORRRENTE,67FC,5
67 - DIRECIONAL SOBRECORRENTE FASE E1,67F1,1
67 - DIRECIONAL SOBRECORRENTE FASE E1,67F1,1
67 - DIRECIONAL SOBRECORRENTE FASE E1,67F1,2
67 - DIRECIONAL SOBRECORRENTE FASE E1,67F1,2
E1 - FASE 67 DIRECIONAL SOBRECORRENTE 01F1 - BLOQUEIO,67F1,3
E1 DIRECIONAL - SOBRECORRENTE FASE 67 52-1 - POS. REMOTO,67F1,3
DIRECINOAL 67 E1 SOBRECORRENTE FASE 01F1 - TRIP,67F1,4
- E1 FASE DIECIONAL 52-2 - ABERTO,67F1,4
52-2 67 ABERT E1 DIRRECIONAL -,67F1,5
01Q0 REMOTO - 01F1 E1 IRECIONAL POS.,67F1,5
67 - DIRECIONAL SOBRECORRENTE FASE E2,67F2,1
67 - DIRECIONAL SOBRECORRENTE FASE E2,67F2,1
67 - DIRECIONAL SOBRECORRENTE FASE E2,67F2,2
67 - DIRECIONAL SOBRECORRENTE FASE E2,67F2,2
SOBRECORRENTE 67 E2 - DIRECIONAL FASE 43TC - TRIP,67F2,3
SOBRECORRENTE - DIRECIONAL 67 FASE E2 43TC - TRIP,67F2,3
FASE - E2 52-1 - PO. REMOTO,67F2,4
SOBRECORRENTE E2 DIRECIONAL 01F1 FECHADO (67),67F2,4
52-2 43TC FASE SOBRECORRNETE 67 DIRECIONAL,67F2,5
ASE E2 01Q0 - 01F1 IED,67F2,5
67 - DIRECIONAL SOBRECORRENTE FASE TEMPORIZADO,67FT,1
67 - DIRECIONAL SOBRECORRENTE FASE TEMPORIZADO,67FT,1
67 - DIRECIONAL SOBRECORRENTE FASE TEMPORIZADO,67FT,2
67 - DIRECIONAL SOBRECORRENTE FASE TEMPORIZADO,67FT,2
FASE - 67 TEMPORIZADO SOBRECORRENTE DIRECIONAL 52-2 - POS. REMOTO,67FT,3
SOBRECORRENTE TEMPORIZADO FASE DIRECIONAL 67 - 52-1 - POS. REMOTO,67FT,3
DIRECIONAL 7 SOBRECORRENTE FASE TEMPORIZADO 01Q0 - POS. REMOTO,67FT,4
DIRECIONAAL - 67 TEMPORIZADO SOBRECORRENTE TRIP,67FT,4
FASE BLOQUEIO 67 - SOBRECOORRENTE 52-2 TTEMPORIZADO DIRECIONAL,67FT,5
TEMPORZADO 67 - 52-2 DIRECIONLA FASE 52-1,67FT,5
67 - DIRECIONAL SOBRECORRENTE FASE TEMPORIZADO E1,67P1,1
67 - DIRECIONAL SOBRECORRENTE FASE TEMPORIZADO E1,67P1,1
67 - DIRECIONAL SOBRECORRENTE FASE TEMPORIZADO E1,67P1,2
67 - DIRECIONAL SOBRECORRENTE FASE TEMPORIZADO E1,67P1,2
E1 67 TEMPORIZADO - FASE DIRECIONAL SOBRECORRENTE 43TC - ABERTO,67P1,3
FASE E1 DIRECIONAL - TEMPORIZADO SOBRECORRENTE 67 43TC - TRIP,67P1,3
EMPORIZADO E1 52-2 ABERTO (67),67P1,4
SOBRECORRENTE DIRECIONAL E1 - 67 FASE 43TC ABERTO,67P1,4
IED TEMPORIZADO SOBRECORRENTE 01F1 LOQUEIIO 67 01F1 DIRECIONAL IED,67P1,5
67 TEMPORIZADO ASE - - 01F1 E1 TRIP ED 01Q0,67P1,5
67 - DIRECIONAL SOBRECORRENTE FASE TEMPORIZADO E2,67P2,1
67 - DIRECIONAL SOBRECORRENTE FASE TEMPORIZADO E2,67P2,1
67 - DIRECIONAL SOBRECORRENTE FASE TEMPORIZADO E2,67P2,2
67 - DIRECIONAL SOBRECORRENTE FASE TEMPORIZADO E2,67P2,2
E2 TEMPORIZADO - FASE 67 DIRECIONAL SOBRECORRENTE 52-2 - FECHADO,67P2,3
DIRECIONAL E2 FASE TEMPORIZADO - SOBRECORRENTE 67 52-1 - BLOQUEIO,67P2,3
-SOBRECORRENTE FASE 67 DIRECIONAL IED 01F1 - POS. REMOTO,67P2,4
E2 - DIRECIONAL 76 FASE SOBRECORRENTE TEMPORIZADO 01Q0,67P2,4
E2 - TEMMPORIZADO DIRECIONAL 01Q0 - FASE SOBRECRORENTE,67P2,5
SOBRECORRENTEE BLOQUEIO 2E FASE 52-1 - 01F1,67P2,5
67 - DIRECIONAL SOBRECORRENTE NEUTRO,67N,1
67 - DIRECIONAL SOBRECORRENTE NEUTRO,67N,1
67 - DIRECIONAL SOBRECORRENTE NEUTRO,67N,2
67 - DIRECIONAL SOBRECORRENTE NEUTRO,67N,2
NEUTRO - 67 SOBRECORRENTE DIRECIONAL 43TC - POS. REMOTO,67N,3
SOBRECORRENTE - NEUTRO DIRECIONAL 67 01Q0 - POS. REMOTO,67N,3
SBRECORRENTE NEUTRO 67 DIRECIONAL - ABERTO,67N,4
DIRECIONAL 67 EUTRO SOBRECORRENTE IED - POS.,67N,4
34TC DIRECIONAL NEUTRO 52-2 BLOQEIO,67N,5
FECHAADO DIRECIONAL 52-2 - SOBRECORRENTE,67N,5
67 - DIRECIONAL SOBRECORRENTE NEUTRO E1,67N1,1
67 - DIRECIONAL SOBRECORRENTE NEUTRO E1,67N1,1
67 - DIRECIONAL SOBRECORRENTE NEUTRO E1,67N1,2
67 - DIRECIONAL SOBRECORRENTE NEUTRO E1,67N1,2
SOBRECORRENTE NEUTRO DIRECIONAL 67 E1 - 43TC - POS. REMOTO,67N1,3
SOBRECORRENTE - 67 DIRECIONAL E1 NEUTRO 01F1 - FECHADO,67N1,3
SOBRECORRENTE E1 DIRRECIONAL NEUTRO 43TC -,67N1,4
DIRECIONAL - SOBRECORRENTE NEUTO 67 ABERTO,67N1,4
DIRECIONAL01Q0 NEUTRO 3TC ABERTO4 67,67N1,5
IED IRECIONAL SOBRECORRENTE TRIP E1 52-2 NEURTO 01F1,67N1,5
67 - DIRECIONAL SOBRECORRENTE NEUTRO E2,67N2,1
67 - DIRECIONAL SOBRECORRENTE NEUTRO E2,67N2,1
67 - DIRECIONAL SOBRECORRENTE NEUTRO E2,67N2,2
67 - DIRECIONAL SOBRECORRENTE NEUTRO E2,67N2,2
67 - NEUTRO DIRECIONAL SOBRECORRENTE E2 01F1 - POS. REMOTO,67N2,3
DIRECIONAL SOBRECORRENTE NEUTRO E2 67 - 43TC - POS. REMOTO,67N2,3
- SOBRECORRENTE 67 43TCC - ABERTO,67N2,4
E2 DIRECIONAL SOBRECOORRENTE - IED 01F1 POS. REMOTO,67N2,4
01Q0 - IED - DDIRECIONAL 01F1 POS. SOBRCORRENTE,67N2,5
DIRECIOANL 67 521 IED - SOBRECORRENTE 01F1,67N2,5
67 - DIRECIONAL SOBRECORRENTE NEUTRO TEMPORIZADO,67NT,1
67 - DIRECIONAL SOBRECORRENTE NEUTRO TEMPORIZADO,67NT,1
67 - DIRECIONAL SOBRECORRENTE NEUTRO TEMPORIZADO,67NT,2
67 - DIRECIONAL SOBRECORRENTE NEUTRO TEMPORIZADO,67NT,2
67 NEUTRO - SOBRECORRENTE DIRECIONAL TEMPORIZADO 01Q0 - BLOQUEIO,67NT,3
SOBRECORRENTE NEUTRO TEMPORIZADO DIRECIONAL 67 - 43TC - TRIP,67NT,3
- SOBRECORRENTE 67 DIRECIIONAL NEUTRO TEMPORIZADO 01F1 POS. REMOTO,67NT,4
DIRECIONAL - SOBRECORRENTE 6 NEUTRO 52-2 - ABERTO,67NT,4
01Q0 01F1 TIIRP DIRECIONAL NEUTRO -,67NT,5
DIRECIONAL SOBRRECORRENE 52-1 TRIP 52-2,67NT,5
67 - DIRECIONAL SOBRECORRENTE NEUTRO TEMPORIZADO E1,67NT1,1
67 - DIRECIONAL SOBRECORRENTE NEUTRO TEMPORIZADO E1,67NT1,1
67 - DIRECIONAL SOBRECORRENTE NEUTRO TEMPORIZADO E1,67NT1,2
67 - DIRECIONAL SOBRECORRENTE NEUTRO TEMPORIZADO E1,67NT1,2
SOBRECORRENTE 67 DIRECIONAL - NEUTRO E1 TEMPORIZADO 52-2 - POS. REMOTO,67NT1,3
TEMPORIZADO 67 - NEUTRO E1 SOBRECORRENTE DIRECIONAL 01F1 - BLOQUEIO,67NT1,3
TEMPORIZADO E1 SOBRECORRENTE NEUTRO 01Q0 - POS. REMTOO,67NT1,4
E1 TEMPORIZADO SOBRECORRENTE - NEUTRO DIRECIONAL 52-1 BLOQUEIO,67NT1,4
43TC TRIP - NETRO SOBRECORRENTE DIRECIOONAL IED 67,67NT1,5
IED BLOQUEIO 01F1 SOBRECORRNTE E1 (67)),67NT1,5
67 - DIRECIONAL SOBRECORRENTE NEUTRO TEMPORIZADO E2,67NT2,1
67 - DIRECIONAL SOBRECORRENTE NEUTRO TEMPORIZADO E2,67NT2,1
67 - DIRECIONAL SOBRECORRENTE NEUTRO TEMPORIZADO E2,67NT2,2
67 - DIRECIONAL SOBRECORRENTE NEUTRO TEMPORIZADO E2,67NT2,2
DIRECIONAL 67 - NEUTRO E2 SOBRECORRENTE TEMPORIZADO 01Q0 - POS. REMOTO,67NT2,3
67 SOBRECORRENTE TEMPORIZADO DIRECIONAL E2 - NEUTRO 01F1 - TRIP,67NT2,3
- DIRECOINAL SOBRECORRENTE TEMPORIZADO 67 52-2 - BLOQUEIO,67NT2,4
- DIRECIONAL E2 NEUUTRO TEMPORIZADO 43TC - BLOQUEIO,67NT2,4
IED 01Q0 ETMPORIZADO BLOQUEIO E2 1F1 - NEUTRO,67NT2,5
01F1 TEMPORIZADO DIRECIONAL IED BLOQUEIO E20 67 1F1 - SOBRECORRENE,67NT2,5
67 - DIRECIONAL SOBRECORRENTE REVERSO FASE TEMPORIZADA,67FTR,1
67 - DIRECIONAL SOBRECORRENTE REVERSO FASE TEMPORIZADA,67FTR,1
67 - DIRECIONAL SOBRECORRENTE REVERSO FASE TEMPORIZADA,67FTR,2
67 - DIRECIONAL SOBRECORRENTE REVERSO FASE TEMPORIZADA,67FTR,2
SOBRECORRENTE 67 - FASE TEMPORIZADA DIRECIONAL REVERSO 52-1 - ABERTO,67FTR,3
67 DIRECIONAL SOBRECORRENTE FASE - REVERSO TEMPORIZADA 52-2 - POS. REMOTO,67FTR,3
FASE - REVERSO SOBRECORRNETE 67 DIRECIONAL TEMPORIZADA 01F1 - ABERTO,67FTR,4
SOBRECORRENTE FASE REVERSO 67 DIRECIONAL 001Q0 - BLOQUEIO,67FTR,4
BAERTO TEMPORIZDA FASE DIRECIONAL 43TC SOBRECORRENTE 43TC,67FTR,5
01F1 TEMPORIZADA SOBRECRORENTE - REVERSO FECHAO - IED,67FTR,5
67 - DIRECIONAL SOBRECORRENTE REVERSO NEUTRO TEMPORIZADA,67NTR,1
67 - DIRECIONAL SOBRECORRENTE REVERSO NEUTRO TEMPORIZADA,67NTR,1
67 - DIRECIONAL SOBRECORRENTE REVERSO NEUTRO TEMPORIZADA,67NTR,2
67 - DIRECIONAL SOBRECORRENTE REVERSO NEUTRO TEMPORIZADA,67NTR,2
- TEMPORIZADA SOBRECORRENTE REVERSO 67 DIRECIONAL NEUTRO 52-1 - BLOQUEIO,67NTR,3
NEUTRO 67 TEMPORIZADA REVERSO DIRECIONAL - SOBRECORRENTE 52-1 - BLOQUEIO,67NTR,3
DIIRECIONAL SOBRECORRENTE - NEUTRO REVERSO TEMPORIZADA 01Q0 - POS.,67NTR,4
TEMPORIZADA - SOBRECORRENTE REVEERSO DIRECIONAL 52-1 ABERTO,67NTR,4
- 01F1 REVERSO 76 01F1 DIRECIOAL - IED,67NTR,5
43TC ABERTO NEUTRO (67) SOBRECORRENTE,67NTR,5
67 - FUNCAO DIRECIONAL SOBRECORRENTE,67,1
67 - FUNCAO DIRECIONAL SOBRECORRENTE,67,1
67 - FUNCAO DIRECIONAL SOBRECORRENTE,67,2
67 - FUNCAO DIRECIONAL SOBRECORRENTE,67,2
- DIRECIONAL 67 FUNCAO SOBRECORRENTE 01Q0 - TRIP,67,3
FUNCAO 67 DIRECIONAL SOBRECORRENTE - 52-2 - BLOQUEIO,67,3
- 667 FUNCAO DIRECIONAL 52-2 -,67,4
DIRECIONAL 6 7FUNCAO 52-2 - ABERTO,67,4
DDIRECIONAL - SOBREOCRRENTE 43TC 52-1,67,5
SOBRECORRENTE - 01F1 TRI PIED 01F1,67,5
67 - FUNCAO DIRECIONAL SOBRECORRENTE,67,1
67 - FUNCAO DIRECIONAL SOBRECORRENTE,67,1
67 - FUNCAO DIRECIONAL SOBRECORRENTE,67,2
67 - FUNCAO DIRECIONAL SOBRECORRENTE,67,2
- DIRECIONAL 67 FUNCAO SOBRECORRENTE 01Q0 - TRIP,67,3
FUNCAO 67 DIRECIONAL SOBRECORRENTE - 52-2 - BLOQUEIO,67,3
- 667 FUNCAO DIRECIONAL 52-2 -,67,4
DIRECIONAL 6 7FUNCAO 52-2 - ABERTO,67,4
DDIRECIONAL - SOBREOCRRENTE 43TC 52-1,67,5
SOBRECORRENTE - 01F1 TRI PIED 01F1,67,5
67 - FUNCAO DIRECIONAL SOBRECORRENTE NEUTRO,67NX,1
67 - FUNCAO DIRECIONAL SOBRECORRENTE NEUTRO,67NX,1
67 - FUNCAO DIRECIONAL SOBRECORRENTE NEUTRO,67NX,2
67 - FUNCAO DIRECIONAL SOBRECORRENTE NEUTRO,67NX,2
67 SOBRECORRENTE FUNCAO NEUTRO DIRECIONAL - 01Q0 - POS. REMOTO,67NX,3
SOBRECORRENTE - NEUTRO FUNCAO DIRECIONAL 67 52-2 - TRIP,67NX,3
DIRECIONAL NEUTO FUNCAO IED 01F1 FECHADO (67),67NX,4
ENUTRO DIRECIONAL FUNCAO - SOBRECORRENTE 52-2 - FECHADO,67NX,4
01F1 - 67 - 01F1 SOBREOCRRENTE IED,67NX,5
01Q0 TRIP E43TC DIRECIONAL SOBRRECORRENT,67NX,5
67 - FUNCAO DIRECIONAL SOBRECORRENTE NEUTRO,67NX,1
67 - FUNCAO DIRECIONAL SOBRECORRENTE NEUTRO,67NX,1
67 - FUNCAO DIRECIONAL SOBRECORRENTE NEUTRO,67NX,2
67 - FUNCAO DIRECIONAL SOBRECORRENTE NEUTRO,67NX,2
67 SOBRECORRENTE FUNCAO NEUTRO DIRECIONAL - 01Q0 - POS. REMOTO,67NX,3
SOBRECORRENTE - NEUTRO FUNCAO DIRECIONAL 67 52-2 - TRIP,67NX,3
DIRECIONAL NEUTO FUNCAO IED 01F1 FECHADO (67),67NX,4
ENUTRO DIRECIONAL FUNCAO - SOBRECORRENTE 52-2 - FECHADO,67NX,4
01F1 - 67 - 01F1 SOBREOCRRENTE IED,67NX,5
01Q0 TRIP E43TC DIRECIONAL SOBRRECORRENT,67NX,5
67 - TRIP DIRECIONAL SOBRECORRENTE,67_T,1
67 - TRIP DIRECIONAL SOBRECORRENTE,67_T,1
67 - TRIP DIRECIONAL SOBRECORRENTE,67_T,2
67 - TRIP DIRECIONAL SOBRECORRENTE,67_T,2
DIRECIONAL 67 SOBRECORRENTE - TRIP 43TC - ABERTO,67_T,3
- DIRECIONAL SOBRECORRENTE 67 TRIP 43TC - FECHADO,67_T,3
SOBRECORRENTE 67 DIRECIONAL - IED 01F1 - BAERTO,67_T,4
DIRECIONAL SOBRECORRENTE - TRIP 01F1 - POS REMOTO,67_T,4
DIRECIONAL - POS. TRIP REMOOT 67 52-2 SOBRECRORENTE,67_T,5
)01Q0 (67 52-2 TRIP DIRECIONAL,67_T,5
67 - DIRECIONAL SOBRECORRENTE DIRETO FASE,67FD,1
67 - DIRECIONAL SOBRECORRENTE DIRETO FASE,67FD,1
67 - DIRECIONAL SOBRECORRENTE DIRETO FASE,67FD,2
67 - DIRECIONAL SOBRECORRENTE DIRETO FASE,67FD,2
SOBRECORRENTE - DIRETO 67 DIRECIONAL FASE 01F1 - ABERTO,67FD,3
SOBRECORRENTE FASE 67 - DIRETO DIRECIONAL 52-1 - POS. REMOTO,67FD,3
SOBRECORRENTE DIREOT FASE DIRECIONAL 67 - IED 01F1 -,67FD,4
DIRECIONAL DIRETO SORECORRENTE 43TC POS. REMOTO (67),67FD,4
DIRETO 01F1 67 - IED TRI,67FD,5
- 01F1- DIRECIONAL TRIP 01F1 67,67FD,5
67 - DIRECIONAL SOBRECORRENTE DIRETO NEUTRO,67ND,1
67 - DIRECIONAL SOBRECORRENTE DIRETO NEUTRO,67ND,1
67 - DIRECIONAL SOBRECORRENTE DIRETO NEUTRO,67ND,2
67 - DIRECIONAL SOBRECORRENTE DIRETO NEUTRO,67ND,2
DIRECIONAL DIRETO NEUTRO 67 SOBRECORRENTE - 52-1 - TRIP,67ND,3
